,0,1,2,3,4,5
38,FRED HUTCHINSON CANCER RESEARCH CENTER,PUBLICATIONS PROJECT MANAGER,64099.0,SEATTLE WA,07/13/2017,12/01/2017
39,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH ASSOCIATE,52140.0,SEATTLE WA,03/07/2017,04/01/2017
40,"




",,,,,
41,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH ASSOCIATE,54228.0,SEATTLE WA,01/04/2017,03/01/2017
42,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH ASSOCIATE,60000.0,SEATTLE WA,08/11/2017,09/01/2017
43,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,41023.0,SEATTLE WA,01/09/2017,04/07/2017
44,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,45864.0,SEATTLE WA,12/21/2017,04/01/2018
45,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,47112.0,SEATTLE WA,11/21/2017,03/20/2018
46,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,47484.0,SEATTLE WA,10/05/2017,01/06/2018
47,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,47484.0,SEATTLE WA,03/07/2017,07/28/2017
48,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,54000.0,SEATTLE WA,06/19/2017,12/01/2017
49,FRED HUTCHINSON CANCER RESEARCH CENTER,SCHARP LABORATORY DATA PROGRAMMER II,66300.0,SEATTLE WA,09/26/2017,10/04/2017
50,FRED HUTCHINSON CANCER RESEARCH CENTER,SENIOR ACCOUNTANT,85000.0,SEATTLE WA,11/30/2017,12/30/2017
51,FRED HUTCHINSON CANCER RESEARCH CENTER,SENIOR HYPERION SYSTEMS ANALYST DEVELOPER & ADMINISTRATOR,133000.0,SEATTLE WA,02/23/2017,03/11/2017
52,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,55260.0,SEATTLE WA,07/07/2017,08/01/2017
53,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,70000.0,SEATTLE WA,11/02/2017,12/01/2017
54,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,77250.0,SEATTLE WA,03/01/2017,06/01/2017
55,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,80000.0,SEATTLE WA,06/02/2017,07/01/2017
56,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,87500.0,SEATTLE WA,05/10/2017,11/01/2017
57,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,96828.0,SEATTLE WA,08/04/2017,02/01/2018
58,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL PROGRAMMER,66300.0,SEATTLE WA,09/20/2017,09/28/2017
59,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL PROGRAMMER,70000.0,SEATTLE WA,01/04/2017,06/12/2017
60,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL PROGRAMMER,75000.0,SEATTLE WA,02/13/2017,08/13/2017
61,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL PROGRAMMER,75000.0,SEATTLE WA,08/09/2017,09/25/2017
62,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL PROGRAMMER,75000.0,SEATTLE WA,08/15/2017,09/25/2017
63,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL PROGRAMMER,87550.0,SEATTLE WA,12/20/2017,02/01/2018
64,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE,70000.0,SEATTLE WA,11/03/2017,03/01/2018
65,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE,71000.0,SEATTLE WA,02/10/2017,06/01/2017
66,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE,76236.0,SEATTLE WA,07/05/2017,01/01/2018
67,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE,76500.0,SEATTLE WA,05/05/2017,06/01/2017
68,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE,79000.0,SEATTLE WA,03/13/2017,04/15/2017
69,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE,81117.0,SEATTLE WA,12/28/2017,03/01/2018
70,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE II,85308.0,SEATTLE WA,09/19/2017,01/01/2018
71,FRED HUTCHINSON CANCER RESEARCH CENTER,SYSTEMS ANALYST PROGRAMMER,65000.0,SEATTLE WA,05/11/2017,06/10/2017
72,FRED HUTCHINSON CANCER RESEARCH CENTER,SYSTEMS ANALYST PROGRAMMER,81360.0,SEATTLE WA,02/14/2017,07/14/2017
73,FRED HUTCHINSON CANCER RESEARCH CENTER,SYSTEMS ANALYST BIOINFORMATICS,65000.0,SEATTLE WA,09/11/2017,10/01/2017
74,FRED HUTCHINSON CANCER RESEARCH CENTER,SYSTEMS ENGINEER INFRASTRUCTURE AUTOMATION ENG LEAD CHEF,107000.0,SEATTLE WA,06/01/2017,07/01/2017
0,FRED HUTCHINSON CANCER RESEARCH CENTER,APPLICATION SUPPORT ENGINEER,67980.0,SEATTLE WA,03/13/2018,07/01/2018
1,FRED HUTCHINSON CANCER RESEARCH CENTER,APPLICATION SUPPORT ENGINEER IV,115000.0,SEATTLE WA,09/06/2018,10/01/2018
2,FRED HUTCHINSON CANCER RESEARCH CENTER,APPLICATION SUPPORT ENGINEER IV,130675.0,SEATTLE WA,12/03/2018,06/02/2019
3,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,125000.0,SEATTLE WA,12/14/2018,04/01/2019
4,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,125000.0,SEATTLE WA,12/20/2018,04/01/2019
5,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,131251.0,SEATTLE WA,03/08/2018,07/01/2018
6,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,204612.0,SEATTLE WA,06/05/2018,12/01/2018
7,FRED HUTCHINSON CANCER RESEARCH CENTER,BIOINFORMATICS ANALYST,61710.0,SEATTLE WA,08/17/2018,10/01/2018
8,FRED HUTCHINSON CANCER RESEARCH CENTER,BIOINFORMATICS ANALYST,80000.0,SEATTLE WA,07/26/2018,09/01/2018
9,FRED HUTCHINSON CANCER RESEARCH CENTER,BIOINFORMATICS SPECIALIST,66735.0,AUSTIN TX,07/03/2018,11/01/2018
10,"

",,,,,
11,FRED HUTCHINSON CANCER RESEARCH CENTER,BIOLOGICS ASSOCIATE II,65000.0,SEATTLE WA,08/03/2018,10/01/2018
12,FRED HUTCHINSON CANCER RESEARCH CENTER,CLINICAL DATA PROGRAMMER,78000.0,SEATTLE WA,04/24/2018,06/01/2018
13,FRED HUTCHINSON CANCER RESEARCH CENTER,CLINICAL PROGRAMMER SCHARP,85000.0,SEATTLE WA,02/06/2018,05/17/2018
14,FRED HUTCHINSON CANCER RESEARCH CENTER,CLINICAL RESEARCH SUPPORT OPERATIONS COORDINATOR II,68000.0,SEATTLE WA,10/25/2018,01/01/2019
15,FRED HUTCHINSON CANCER RESEARCH CENTER,DATA COORDINATOR - CANCER SURVEILLANCE SYSTEM,48000.0,SEATTLE WA,01/18/2018,04/01/2018
16,FRED HUTCHINSON CANCER RESEARCH CENTER,DATA COORDINATOR-CANCER SURVEILLANCE SYSTEM,48000.0,SEATTLE WA,05/31/2018,07/01/2018
17,FRED HUTCHINSON CANCER RESEARCH CENTER,DIRECTOR OF HEMATOPOIETIC STEM CELL TRANSPLANTATION,350000.0,SEATTLE WA,02/13/2018,07/01/2018
18,FRED HUTCHINSON CANCER RESEARCH CENTER,DIRECTOR OF HEMATOPOIETIC STEM CELL TRANSPLANTATION,350000.0,SEATTLE WA,01/24/2018,07/01/2018
19,FRED HUTCHINSON CANCER RESEARCH CENTER,EDC PROGRAMMER,108675.0,SEATTLE WA,12/20/2018,02/06/2019
20,FRED HUTCHINSON CANCER RESEARCH CENTER,FACILITIES PROJECT MANAGER,94248.0,SEATTLE WA,04/20/2018,09/03/2018
21,FRED HUTCHINSON CANCER RESEARCH CENTER,FINANCIAL ANALYST,56650.0,SEATTLE WA,04/04/2018,07/01/2018
22,FRED HUTCHINSON CANCER RESEARCH CENTER,FULL STACK WEB DEVELOPER II,97000.0,SEATTLE WA,12/20/2018,01/07/2019
23,FRED HUTCHINSON CANCER RESEARCH CENTER,HVTN DIRECTOR OF COMMUNICATIONS,127500.0,SEATTLE WA,01/25/2018,03/19/2018
24,FRED HUTCHINSON CANCER RESEARCH CENTER,HVTN DIRECTOR OF COMMUNICATIONS AND COMMUNITY ENGAGEMENT,127500.0,SEATTLE WA,01/25/2018,03/19/2018
25,FRED HUTCHINSON CANCER RESEARCH CENTER,LEAD INFRASTRUCTURE AUTOMATION ENGINEER,110210.0,SEATTLE WA,10/02/2018,03/25/2019
26,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,50004.0,SEATTLE WA,12/11/2018,03/01/2019
27,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,51324.0,SEATTLE WA,08/15/2018,08/15/2018
28,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,47844.0,SEATTLE WA,05/24/2018,11/01/2018
29,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,47844.0,SEATTLE WA,05/18/2018,06/11/2018
30,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,48432.0,SEATTLE WA,10/25/2018,01/01/2019
31,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,48432.0,SEATTLE WA,08/23/2018,10/01/2018
32,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,48804.0,SEATTLE WA,12/03/2018,01/02/2019
33,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,50004.0,SEATTLE WA,06/19/2018,11/01/2018
34,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,51324.0,SEATTLE WA,12/21/2018,06/01/2019
35,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,51324.0,SEATTLE WA,09/20/2018,01/14/2019
36,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,53184.0,SEATTLE WA,11/19/2018,12/15/2018
37,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,54000.0,SEATTLE WA,05/15/2018,09/16/2018
38,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,54228.0,SEATTLE WA,03/22/2018,07/01/2018
39,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,55000.0,SEATTLE WA,11/28/2018,05/28/2019
40,"




",,,,,
41,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,55308.0,SEATTLE WA,10/22/2018,01/01/2019
42,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,60000.0,SEATTLE WA,10/03/2018,03/30/2019
43,FRED HUTCHINSON CANCER RESEARCH CENTER,POSTDOCTORAL RESEARCH FELLOW,4439.0,SEATTLE WA,05/03/2018,05/25/2018
44,FRED HUTCHINSON CANCER RESEARCH CENTER,POSTDOCTORAL RESEARCH FELLOW,47484.0,SEATTLE WA,02/12/2018,04/01/2018
45,FRED HUTCHINSON CANCER RESEARCH CENTER,POSTDOCTORAL RESEARCH FELLOW,48216.0,SEATTLE WA,08/21/2018,02/14/2019
46,FRED HUTCHINSON CANCER RESEARCH CENTER,POSTDOCTORAL RESEARCH FELLOW,49188.0,SEATTLE WA,09/13/2018,11/01/2018
47,FRED HUTCHINSON CANCER RESEARCH CENTER,POSTDOCTORAL RESEARCH FELLOW,49188.0,SEATTLE WA,07/30/2018,09/01/2018
48,FRED HUTCHINSON CANCER RESEARCH CENTER,POSTDOCTORAL RESEARCH FELLOW,49188.0,SEATTLE WA,07/31/2018,12/17/2018
49,FRED HUTCHINSON CANCER RESEARCH CENTER,POSTDOCTORAL RESEARCH FELLOW,53184.0,SEATTLE WA,12/17/2018,01/01/2019
50,FRED HUTCHINSON CANCER RESEARCH CENTER,POSTDOCTORAL RESEARCH FELLOW,53184.0,SEATTLE WA,12/19/2018,01/01/2019
51,FRED HUTCHINSON CANCER RESEARCH CENTER,PRE-DOCTORAL ASSOCIATE,50004.0,SEATTLE WA,12/04/2018,02/01/2019
52,FRED HUTCHINSON CANCER RESEARCH CENTER,PREDOCTORAL RESEACH FELLOW,47484.0,SEATTLE WA,02/14/2018,04/01/2018
53,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH ASSOCIATE,54228.0,SEATTLE WA,05/18/2018,09/01/2018
54,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICAN III,65000.0,SEATTLE WA,04/11/2018,07/01/2018
55,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,59220.0,SEATTLE WA,06/13/2018,11/30/2018
56,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,39787.0,SEATTLE WA,04/20/2018,07/01/2018
57,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,40704.0,SEATTLE WA,04/24/2018,09/01/2018
58,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,41676.0,SEATTLE WA,12/03/2018,02/22/2019
59,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,41676.0,SEATTLE WA,10/15/2018,02/22/2019
60,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,41772.0,SEATTLE WA,08/06/2018,10/01/2018
61,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,48909.0,SEATTLE WA,08/21/2018,08/21/2018
62,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,48909.0,SEATTLE WA,08/16/2018,08/16/2018
63,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,48909.0,SEATTLE WA,08/16/2018,08/16/2018
64,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,48909.0,SEATTLE WA,08/21/2018,08/21/2018
65,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,49861.0,SEATTLE WA,03/14/2018,07/09/2018
66,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,51458.0,SEATTLE WA,11/27/2018,01/01/2019
67,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN,63000.0,SEATTLE WA,10/10/2018,01/07/2019
68,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN II,54631.0,SEATTLE WA,09/05/2018,03/05/2019
69,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN III,54704.0,SEATTLE WA,03/07/2018,07/20/2018
70,FRED HUTCHINSON CANCER RESEARCH CENTER,RESEARCH TECHNICIAN III,54704.0,SEATTLE WA,03/06/2018,07/20/2018
71,FRED HUTCHINSON CANCER RESEARCH CENTER,SENIOR STAFF SCIENTIST,165000.0,SEATTLE WA,04/16/2018,08/01/2018
72,FRED HUTCHINSON CANCER RESEARCH CENTER,SENIOR STAFF SCIENTIST,165000.0,SEATTLE WA,04/20/2018,07/01/2018
73,FRED HUTCHINSON CANCER RESEARCH CENTER,SOFTWARE DEV ENGINEER IV,146232.0,SEATTLE WA,06/26/2018,12/10/2018
74,FRED HUTCHINSON CANCER RESEARCH CENTER,SOFTWARE DEVELOPMENT ENGINEER II,100000.0,SEATTLE WA,01/19/2018,02/24/2018
75,FRED HUTCHINSON CANCER RESEARCH CENTER,SR STAFF SCIENTIST,145000.0,SEATTLE WA,04/23/2018,06/15/2018
76,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,62040.0,SEATTLE WA,06/21/2018,11/01/2018
77,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,81954.0,SEATTLE WA,10/03/2018,03/30/2019
78,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,87397.0,SEATTLE WA,01/11/2018,05/12/2018
79,FRED HUTCHINSON CANCER RESEARCH CENTER,STAFF SCIENTIST,107087.0,SEATTLE WA,01/17/2018,04/05/2018
80,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL PROGRAMMER,53000.0,SEATTLE WA,03/22/2018,07/16/2018
81,"




",,,,,
82,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL PROGRAMMER,73000.0,SEATTLE WA,05/07/2018,08/04/2018
83,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL PROGRAMMER III,80340.0,SEATTLE WA,09/05/2018,02/27/2019
84,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE,77434.0,SEATTLE WA,02/23/2018,08/01/2018
85,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE,83790.0,SEATTLE WA,07/06/2018,10/30/2018
86,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE I,82500.0,SEATTLE WA,11/05/2018,12/01/2018
87,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE II,77660.0,SEATTLE WA,08/21/2018,01/13/2019
88,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE II,81535.0,SEATTLE WA,12/03/2018,06/01/2019
89,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE II,82000.0,SEATTLE WA,09/19/2018,11/01/2018
90,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE III,88836.0,SEATTLE WA,05/23/2018,07/01/2018
91,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE III,88836.0,SEATTLE WA,05/22/2018,07/12/2018
92,FRED HUTCHINSON CANCER RESEARCH CENTER,STATISTICAL RESEARCH ASSOCIATE III,93922.0,SEATTLE WA,01/09/2018,06/01/2018
0,FRED HUTCHINSON CANCER RESEARCH CENTER,ACCOUNTING BUSINESS PARTNER,100000.0,SEATTLE WA,05/22/2019,07/15/2019
1,FRED HUTCHINSON CANCER RESEARCH CENTER,APPLICATION SUPPORT ENGINEER III,92877.0,SEATTLE WA,07/24/2019,01/23/2020
2,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,130000.0,SEATTLE WA,07/25/2019,10/01/2019
3,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,135000.0,SEATTLE WA,07/12/2019,09/01/2019
4,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,170004.0,SEATTLE WA,06/25/2019,08/01/2019
5,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,170004.0,SEATTLE WA,06/25/2019,08/01/2019
6,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,170004.0,SEATTLE WA,06/25/2019,08/01/2019
7,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,170592.0,SEATTLE WA,04/04/2019,10/01/2019
8,FRED HUTCHINSON CANCER RESEARCH CENTER,ASSISTANT MEMBER,230004.0,SEATTLE WA,10/01/2019,10/18/2019
9,FRED HUTCHINSON CANCER RESEARCH CENTER,BIOINFORMATICS ANALYST,61710.0,SEATTLE WA,05/02/2019,11/01/2019
10,"

",,,,,
11,FRED HUTCHINSON CANCER RESEARCH CENTER,BIOINFORMATICS ANALYST,65000.0,SEATTLE WA,09/18/2019,10/14/2019
12,FRED HUTCHINSON CANCER RESEARCH CENTER,BIOINFORMATICS ANALYST II,85000.0,SEATTLE WA,01/07/2019,04/01/2019
13,FRED HUTCHINSON CANCER RESEARCH CENTER,BIOSTATISTICIAN,88000.0,SEATTLE WA,05/08/2019,06/17/2019
14,FRED HUTCHINSON CANCER RESEARCH CENTER,CLINICAL DATA & REPORTS MANAGER,79479.0,SEATTLE WA,07/15/2019,01/02/2020
15,FRED HUTCHINSON CANCER RESEARCH CENTER,DATABASE ADMINISTRATOR II,117266.0,SEATTLE WA,09/16/2019,03/17/2020
16,FRED HUTCHINSON CANCER RESEARCH CENTER,ERP DEVELOPER III,130000.0,SEATTLE WA,06/12/2019,07/08/2019
17,FRED HUTCHINSON CANCER RESEARCH CENTER,FINANCIAL ANALYST II,79040.0,SEATTLE WA,03/20/2019,05/01/2019
18,FRED HUTCHINSON CANCER RESEARCH CENTER,FINANCIAL MANAGEMENT SYSTEMS FMS ANALYST IV,139730.0,SEATTLE WA,10/18/2019,03/11/2020
19,FRED HUTCHINSON CANCER RESEARCH CENTER,HVTN STAFF PHYSICIAN PROTOCOL TEAM LEAD,220000.0,SEATTLE WA,05/02/2019,06/03/2019
20,FRED HUTCHINSON CANCER RESEARCH CENTER,IMMUNE MONITORING SPECIALIST,64800.0,SEATTLE WA,09/05/2019,12/21/2019
21,FRED HUTCHINSON CANCER RESEARCH CENTER,INVESTIGATOR,6000.0,SEATTLE WA,04/19/2019,06/01/2019
22,FRED HUTCHINSON CANCER RESEARCH CENTER,INVESTIGATOR,8000.0,SEATTLE WA,05/15/2019,06/01/2019
23,FRED HUTCHINSON CANCER RESEARCH CENTER,IT BUSINESS ANALYST III,109803.0,SEATTLE WA,02/01/2019,07/11/2019
24,FRED HUTCHINSON CANCER RESEARCH CENTER,IT CLOUD PRODUCT MANAGER,116000.0,SEATTLE WA,12/13/2019,01/02/2020
25,FRED HUTCHINSON CANCER RESEARCH CENTER,IT PROGRAM MANAGER,100000.0,SEATTLE WA,11/08/2019,01/09/2020
26,FRED HUTCHINSON CANCER RESEARCH CENTER,IT PROGRAM MANAGER,100000.0,SEATTLE WA,10/24/2019,01/10/2020
27,FRED HUTCHINSON CANCER RESEARCH CENTER,LAB DATA MANAGEMENT ANALYST,90000.0,SEATTLE WA,10/01/2019,11/29/2019
28,FRED HUTCHINSON CANCER RESEARCH CENTER,LAB PROGRAMMER II,90000.0,SEATTLE WA,10/01/2019,11/29/2019
29,FRED HUTCHINSON CANCER RESEARCH CENTER,LEAD SCIENTIFIC INVESTIGATOR AND VIRAL GENETICS SPECILIAST,82300.0,SEATTLE WA,08/16/2019,09/01/2019
30,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,50004.0,SEATTLE WA,12/16/2019,03/02/2020
31,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,50004.0,SEATTLE WA,07/23/2019,11/01/2019
32,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,50376.0,SEATTLE WA,10/21/2019,03/02/2020
33,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,51375.0,SEATTLE WA,10/07/2019,04/01/2020
34,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,52896.0,SEATTLE WA,06/03/2019,12/01/2019
35,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,54756.0,SEATTLE WA,11/08/2019,05/02/2020
36,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,54756.0,SEATTLE WA,07/02/2019,01/01/2020
37,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,54756.0,SEATTLE WA,04/25/2019,10/01/2019
38,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,55000.0,SEATTLE WA,12/02/2019,01/01/2020
39,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,55855.0,SEATTLE WA,10/07/2019,04/05/2020
40,"




",,,,,
41,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,56925.0,SEATTLE WA,12/03/2019,06/01/2020
42,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,57000.0,SEATTLE WA,10/22/2019,01/27/2020
43,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,59100.0,SEATTLE WA,10/29/2019,01/02/2020
44,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,61308.0,SEATTLE WA,10/07/2019,04/01/2020
45,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,61308.0,SEATTLE WA,09/05/2019,03/01/2020
46,FRED HUTCHINSON CANCER RESEARCH CENTER,POST DOCTORAL RESEARCH FELLOW,65000.0,SEATTLE WA,08/29/2019,11/01/2019
47,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,47280.0,SEATTLE WA,05/08/2019,06/01/2019
48,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,50004.0,SEATTLE WA,09/27/2019,01/01/2020
49,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,50004.0,SEATTLE WA,04/26/2019,07/01/2019
50,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,50376.0,SEATTLE WA,02/21/2019,06/16/2019
51,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,50760.0,SEATTLE WA,03/06/2019,09/01/2019
52,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,52896.0,SEATTLE WA,02/08/2019,08/10/2019
53,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,52896.0,SEATTLE WA,03/12/2019,04/01/2019
54,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,52896.0,SEATTLE WA,04/01/2019,10/01/2019
55,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,54228.0,SEATTLE WA,03/18/2019,09/15/2019
56,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,54228.0,SEATTLE WA,02/25/2019,08/22/2019
57,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,54725.0,SEATTLE WA,03/06/2019,08/19/2019
58,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,54756.0,SEATTLE WA,08/09/2019,02/06/2020
59,FRED HUTCHINSON CANCER RESEARCH CENTER,POST-DOCTORAL RESEARCH FELLOW,56101.0,SEATTLE WA,01/25/2019,06/25/2019
